dt,lat,lng,altitude,angle,speed,params
2022-05-27 19:54:15,3.88344,11.514497,738,327,0,"gpslev=12, gsmlev=4, hdop=0.4, io1=0, io16=19373187, io175=-1, io179=0, io180=0, io2=0, io205=21043, io206=211, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13295, io67=3747, io68=0, io69=1, io9=174, pdop=0.8"
2022-05-27 19:57:15,3.88344,11.514497,738,327,0,"gpslev=13, gsmlev=4, hdop=0.4, io1=0, io16=19373187, io175=-1, io179=0, io180=0, io2=0, io205=21043, io206=211, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3782, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 20:00:16,3.88344,11.514497,738,327,0,"gpslev=13, gsmlev=4, hdop=0.4, io1=0, io16=19373187, io175=-1, io179=0, io180=0, io2=0, io205=21043, io206=211, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3785, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 20:03:16,3.88344,11.514497,738,327,0,"gpslev=11, gsmlev=4, hdop=0.5, io1=0, io16=19373187, io175=-1, io179=0, io180=0, io2=0, io205=21043, io206=211, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3791, io68=214, io69=1, io9=174, pdop=0.9"
2022-05-27 20:06:17,3.88344,11.514497,738,327,0,"gpslev=12, gsmlev=4, hdop=0.4, io1=0, io16=19373187, io175=-1, io179=0, io180=0, io2=0, io205=21043, io206=211, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3791, io68=214, io69=1, io9=174, pdop=0.8"
2022-05-27 20:09:16,3.88344,11.514497,738,327,0,"gpslev=14, gsmlev=4, hdop=0.4, io1=0, io16=19373187, io175=-1, io179=0, io180=0, io2=0, io205=21043, io206=211, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3796, io68=214, io69=1, io9=174, pdop=0.8"
2022-05-27 20:12:17,3.88344,11.514497,738,327,0,"gpslev=14, gsmlev=4, hdop=0.4, io1=0, io16=19373187, io175=-1, io179=0, io180=0, io2=0, io205=21043, io206=211, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3791, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 20:15:17,3.88344,11.514497,738,327,0,"gpslev=14, gsmlev=4, hdop=0.3, io1=0, io16=19373187, io175=-1, io179=0, io180=0, io2=0, io205=21043, io206=211, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3796, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 20:17:58,3.88344,11.514497,738,327,0,"gpslev=13, gsmlev=4, hdop=0.3, io1=0, io16=19373187, io175=-1, io179=0, io180=0, io2=0, io205=21043, io206=211, io236=0, io239=0, io24=0, io240=0, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13145, io67=3797, io68=214, io69=1, io9=174, pdop=0.6"
2022-05-27 20:18:12,3.883383,11.514512,734,156,8,"gpslev=13, gsmlev=4, hdop=0.4, io1=1, io16=19373190, io175=-1, io179=0, io180=0, io2=0, io205=21043, io206=211, io236=0, io239=1, io24=8, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=12271, io67=3799, io68=214, io69=1, io9=174, pdop=0.8"
2022-05-27 20:21:13,3.88716,11.503595,746,278,14,"gpslev=16, gsmlev=5, hdop=0.3, io1=1, io16=19374631, io175=-1, io179=0, io180=0, io2=0, io205=2096, io206=211, io236=0, io239=1, io24=14, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=14471, io67=3802, io68=214, io69=1, io9=174, pdop=0.6"
2022-05-27 20:24:13,3.903582,11.503788,760,329,74,"gpslev=15, gsmlev=3, hdop=0.3, io1=1, io16=19377247, io175=-1, io179=0, io180=0, io2=0, io205=11011, io206=211, io236=0, io239=1, io24=74, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=14412, io67=3802, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 20:27:14,3.918515,11.498625,785,298,15,"gpslev=15, gsmlev=3, hdop=0.3, io1=1, io16=19379136, io175=-1, io179=0, io180=0, io2=0, io205=8147, io206=215, io236=0, io239=1, io24=15, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=14302, io67=3802, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 20:30:13,3.924067,11.502613,772,84,11,"gpslev=16, gsmlev=5, hdop=0.3, io1=1, io16=19380063, io175=-1, io179=0, io180=0, io2=0, io205=8146, io206=215, io236=0, io239=1, io24=11, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=14305, io67=3807, io68=214, io69=1, io9=174, pdop=0.6"
2022-05-27 20:33:14,3.929048,11.500755,812,290,16,"gpslev=16, gsmlev=3, hdop=0.3, io1=1, io16=19380857, io175=-1, io179=0, io180=0, io2=0, io205=8145, io206=215, io236=0, io239=1, io24=16, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=14372, io67=3807, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 20:36:14,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13423, io67=3807, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 20:39:15,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13382, io67=3811, io68=214, io69=1, io9=174, pdop=0.8"
2022-05-27 20:42:15,3.929573,11.499515,803,340,0,"gpslev=15, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13344, io67=3813, io68=214, io69=1, io9=174, pdop=0.8"
2022-05-27 20:45:16,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=2373, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13340, io67=3813, io68=214, io69=1, io9=174, pdop=0.8"
2022-05-27 20:48:16,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13382, io67=3780, io68=0, io69=1, io9=174, pdop=0.8"
2022-05-27 20:51:16,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13340, io67=3807, io68=214, io69=1, io9=174, pdop=0.8"
2022-05-27 20:54:16,3.929573,11.499515,803,340,0,"gpslev=13, gsmlev=3, hdop=0.4, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13317, io67=3813, io68=214, io69=1, io9=174, pdop=0.9"
2022-05-27 20:57:16,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13299, io67=3813, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 21:00:17,3.929573,11.499515,803,340,0,"gpslev=15, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13299, io67=3818, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 21:03:17,3.929573,11.499515,803,340,0,"gpslev=16, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13299, io67=3818, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 21:06:18,3.929573,11.499515,803,340,0,"gpslev=16, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13299, io67=3818, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 21:09:18,3.929573,11.499515,803,340,0,"gpslev=17, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13299, io67=3818, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 21:12:19,3.929573,11.499515,803,340,0,"gpslev=17, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13295, io67=3824, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 21:15:18,3.929573,11.499515,803,340,0,"gpslev=16, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13264, io67=3824, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 21:18:19,3.929573,11.499515,803,340,0,"gpslev=16, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13257, io67=3824, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 21:21:19,3.929573,11.499515,803,340,0,"gpslev=15, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13257, io67=3824, io68=214, io69=1, io9=174, pdop=0.8"
2022-05-27 21:24:19,3.929573,11.499515,803,340,0,"gpslev=15, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13257, io67=3829, io68=214, io69=1, io9=174, pdop=0.8"
2022-05-27 21:27:20,3.929573,11.499515,803,340,0,"gpslev=15, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13340, io67=3791, io68=0, io69=1, io9=174, pdop=0.8"
2022-05-27 21:30:20,3.929573,11.499515,803,340,0,"gpslev=15, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13259, io67=3823, io68=214, io69=1, io9=174, pdop=0.8"
2022-05-27 21:33:21,3.929573,11.499515,803,340,0,"gpslev=15, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13257, io67=3829, io68=214, io69=1, io9=174, pdop=0.8"
2022-05-27 21:36:21,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13257, io67=3829, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 21:39:21,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13257, io67=3835, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 21:42:21,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13257, io67=3835, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 21:45:22,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13256, io67=3839, io68=214, io69=1, io9=174, pdop=0.9"
2022-05-27 21:48:22,3.929573,11.499515,803,340,0,"gpslev=11, gsmlev=3, hdop=0.4, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13255, io67=3840, io68=214, io69=1, io9=174, pdop=1"
2022-05-27 21:51:22,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13237, io67=3840, io68=214, io69=1, io9=174, pdop=0.8"
2022-05-27 21:54:23,3.929573,11.499515,803,340,0,"gpslev=12, gsmlev=3, hdop=0.4, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3845, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 21:57:23,3.929573,11.499515,803,340,0,"gpslev=13, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3845, io68=214, io69=1, io9=174, pdop=0.8"
2022-05-27 22:00:24,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3850, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 22:03:23,3.929573,11.499515,803,340,0,"gpslev=13, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3851, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 22:06:24,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3851, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 22:09:24,3.929573,11.499515,803,340,0,"gpslev=13, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3856, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 22:12:25,3.929573,11.499515,803,340,0,"gpslev=12, gsmlev=3, hdop=0.4, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3856, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 22:15:25,3.929573,11.499515,803,340,0,"gpslev=12, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3862, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 22:18:25,3.929573,11.499515,803,340,0,"gpslev=12, gsmlev=3, hdop=0.4, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3862, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 22:21:26,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3867, io68=214, io69=1, io9=174, pdop=0.6"
2022-05-27 22:24:25,3.929573,11.499515,803,340,0,"gpslev=15, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3867, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 22:27:26,3.929573,11.499515,803,340,0,"gpslev=15, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13291, io67=3835, io68=0, io69=1, io9=174, pdop=0.4"
2022-05-27 22:30:26,3.929573,11.499515,803,340,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16896, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3873, io68=214, io69=1, io9=174, pdop=0.4"
2022-05-27 22:33:27,3.929647,11.49946,813,293,0,"gpslev=13, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3873, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 22:36:27,3.929647,11.49946,813,293,0,"gpslev=12, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3878, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 22:39:28,3.929647,11.49946,813,293,0,"gpslev=15, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3882, io68=214, io69=1, io9=174, pdop=0.4"
2022-05-27 22:42:28,3.929647,11.49946,813,293,0,"gpslev=15, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3884, io68=214, io69=1, io9=174, pdop=0.4"
2022-05-27 22:43:46,3.929647,11.49946,813,293,0,"gpslev=13, gsmlev=4, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=0, io24=0, io240=0, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13189, io67=3884, io68=214, io69=1, io9=174, pdop=0.6"
2022-05-27 22:44:02,3.929647,11.49946,813,293,0,"gpslev=12, gsmlev=4, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=2373, io206=215, io236=0, io239=0, io24=0, io240=0, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13185, io67=3884, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 22:44:11,3.929647,11.49946,813,293,0,"gpslev=14, gsmlev=4, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=2373, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13214, io67=3889, io68=214, io69=1, io9=174, pdop=0.5"
2022-05-27 22:50:13,3.929647,11.49946,813,293,0,"gpslev=13, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3894, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 22:50:16,3.929647,11.49946,813,293,0,"gpslev=13, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=0, io24=0, io240=0, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13199, io67=3890, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 22:50:23,3.929647,11.49946,813,293,0,"gpslev=15, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13216, io67=3895, io68=214, io69=1, io9=174, pdop=0.6"
2022-05-27 22:50:26,3.929647,11.49946,813,293,0,"gpslev=15, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=0, io24=0, io240=0, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13189, io67=3891, io68=214, io69=1, io9=174, pdop=0.6"
2022-05-27 22:50:30,3.929647,11.49946,813,293,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13204, io67=3893, io68=214, io69=1, io9=174, pdop=0.6"
2022-05-27 22:50:33,3.929647,11.49946,813,293,0,"gpslev=14, gsmlev=3, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=0, io24=0, io240=0, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13199, io67=3892, io68=214, io69=1, io9=174, pdop=0.6"
2022-05-27 22:50:46,3.929647,11.49946,813,293,0,"gpslev=14, gsmlev=2, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13212, io67=3895, io68=214, io69=1, io9=174, pdop=0.6"
2022-05-27 22:50:49,3.929647,11.49946,813,293,0,"gpslev=14, gsmlev=2, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=0, io24=0, io240=0, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13196, io67=3892, io68=214, io69=1, io9=174, pdop=0.6"
2022-05-27 22:50:49,3.929647,11.49946,813,293,0,"gpslev=14, gsmlev=2, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=0, io24=0, io240=0, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13196, io67=3892, io68=214, io69=1, io9=174, pdop=0.6"
2022-05-27 22:50:52,3.929647,11.49946,813,293,0,"gpslev=13, gsmlev=2, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13209, io67=3895, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 22:50:52,3.929647,11.49946,813,293,0,"gpslev=13, gsmlev=2, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=16897, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13209, io67=3895, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 22:51:02,3.929647,11.49946,813,293,0,"gpslev=13, gsmlev=2, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=2373, io206=215, io236=0, io239=0, io24=0, io240=0, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13188, io67=3892, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 22:51:02,3.929647,11.49946,813,293,0,"gpslev=13, gsmlev=2, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=2373, io206=215, io236=0, io239=0, io24=0, io240=0, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13188, io67=3892, io68=214, io69=1, io9=174, pdop=0.7"
2022-05-27 22:51:09,3.929647,11.49946,813,293,0,"gpslev=14, gsmlev=2, hdop=0.3, io1=0, io16=19381037, io175=-1, io179=0, io180=0, io2=0, io205=2373, io206=215, io236=0, io239=1, io24=0, io240=1, io241=62401, io247=0, io250=1, io252=0, io253=0, io3=0, io66=13210, io67=3895, io68=214, io69=1, io9=174, pdop=0.6"
